name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
TomTom,4.2,(123 Reviews),Public,"Amsterdam,North Holland",31 years old,501-1k Employees (India)
Coverfox,3.5,(123 Reviews),Private,"Mumbai,Maharashtra + 8 more",9 years old,201-500 Employees (India)
InnoEye Technolo...,3.3,(123 Reviews),Private,"Indore,Madhya Pradesh",10 years old,501-1k Employees (India)
Consero Global S...,3.3,(123 Reviews),Private,Austin + 2 more,16 years old,501-1k Employees (India)
NBCC,4.0,(123 Reviews),Private,"Delhi/NCR,Delhi + 23 more",62 years old,1k-5k Employees (India)
Margadarsi Chit ...,3.9,(123 Reviews),Private,Hyderabad + 17 more,60 years old,1k-5k Employees (India)
Ganges Internati...,3.6,(123 Reviews),Private,"Delhi/NCR,Delhi + 8 more",31 years old,1k-5k Employees (India)
JK Agri Genetics,4.2,(123 Reviews),Public,Hyderabad + 36 more,33 years old,201-500 Employees (India)
Aspiring Minds,3.8,(123 Reviews),Private,"San Jose,California + 11 more",14 years old,201-500 Employees (India)
Venus Industrial...,3.8,(123 Reviews),Private,"Faridabad,Haryana + 9 more",50 years old,1-10 Employees (India)
Ninestars Inform...,3.7,(123 Reviews),Private,"Bangalore,Karnataka + 7 more",23 years old,501-1k Employees (India)
GlobalStep,3.3,(123 Reviews),Private,"Dallas,Texas + 2 more",15 years old,51-200 Employees (India)
Minda Sai,3.6,(123 Reviews),Public,Greater Noida + 13 more,19 years old,201-500 Employees (India)
Thermax Babcock ...,4.1,(123 Reviews),Private,"Pune,Maharashtra + 8 more",12 years old,51-200 Employees (India)
Klaus IT Solutio...,3.6,(123 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",11 years old,201-500 Employees (India)
RM Education Sol...,4.1,(123 Reviews),Private,Thiruvananthapuram + 9 more,19 years old,1k-5k Employees (India)
Nalco,4.4,(123 Reviews),Private,"Bhubaneswar,Odisha + 10 more",41 years old,501-1k Employees (India)
Biotique,3.4,(123 Reviews),Private,"Ghaziabad,Uttar Pradesh + 20 more",22 years old,501-1k Employees (India)
Galgotias Univer...,2.9,(123 Reviews),Private,"Greater Noida,Uttar Pradesh + 7 more",11 years old,201-500 Employees (India)
Schott Kaisha,3.5,(123 Reviews),Private,Mumbai + 8 more,32 years old,1k-5k Employees (India)
KNR Construction...,4.0,(123 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 22 more",27 years old,501-1k Employees (India)
Greenpanel Indus...,4.3,(123 Reviews),Public,"Gurgaon/Gurugram,Haryana + 29 more",5 years old,1k-5k Employees (India)
GE Renewable Ene...,4.3,(123 Reviews),Paris + 21 more,7 years old,10k-50k Employees (India),
Viteos Capital M...,3.8,(123 Reviews),Private,New York + 3 more,19 years old,501-1k Employees (India)
Mkc Infrastructu...,3.3,(123 Reviews),Public,Anjar + 15 more,59 years old,201-500 Employees (India)
Sagar Cements,4.3,(123 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 12 more",37 years old,1k-5k Employees (India)
Indian School Fi...,4.5,(123 Reviews),Private,"Hyderabad,Telangana + 36 more",28 years old,201-500 Employees (India)
Hicare Services,3.7,(123 Reviews),Private,"Mumbai,Maharashtra + 22 more",19 years old,501-1k Employees (India)
Entab Infotech,2.9,(123 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",21 years old,51-200 Employees (India)
Indo Amines,3.4,(123 Reviews),Public,"Thane,Maharashtra + 4 more",43 years old,201-500 Employees (India)
Advaith Motors,4.3,(123 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",24 years old,501-1k Employees (Global)
Sj Contracts,4.3,(123 Reviews),Private,"Pune,Maharashtra",32 years old,501-1k Employees (India)
Plasser India,4.0,(123 Reviews),Private,"Faridabad,Haryana + 5 more",57 years old,51-200 Employees (India)
Gujarat Co Opera...,4.1,(123 Reviews),Public,Anand + 48 more,76 years old,1k-5k Employees (India)
Livguard Energy ...,4.2,(123 Reviews),Private,"Gurgaon/Gurugram,Haryana + 33 more",8 years old,501-1k Employees (India)
IL&FS Skills Dev...,3.9,(123 Reviews),Mumbai + 41 more,11 years old,11-50 Employees (India),
Maharaja Agrasen...,4.0,(123 Reviews),"Delhi/NCR,Delhi + 10 more",31 years old,201-500 Employees (India),
JBF Industries,4.2,(177 Reviews),Public,"Mumbai,Maharashtra + 6 more",40 years old,201-500 Employees (India)
AIRBUS,3.8,(134 Reviews),Public,Leiden + 11 more,15 years old,1k-5k Employees (India)
Markelytics Solu...,4.7,(122 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",19 years old,51-200 Employees (India)
Jaslok Hospital ...,4.1,(122 Reviews),Private,"Mumbai,Maharashtra + 6 more",49 years old,1k-5k Employees (India)
WEG,3.6,(122 Reviews),Private,"Tamil Nadu,Karnataka + 6 more",61 years old,201-500 Employees (India)
National Aerospa...,4.6,(122 Reviews),Private,"Bangalore/Bengaluru,Karnataka",63 years old,1k-5k Employees (India)
Eastern Software...,3.2,(122 Reviews),Private,"Noida,Uttar Pradesh + 5 more",32 years old,201-500 Employees (India)
Hyderabad Indust...,4.3,(122 Reviews),Private,Hyderabad + 26 more,76 years old,1k-5k Employees (India)
ValGenesis,2.8,(122 Reviews),Private,"South San Francisco,California + 2 more",17 years old,201-500 Employees (India)
Mashreq Bank,3.6,(122 Reviews),Public,"Dubai,Dubai + 6 more",55 years old,11-50 Employees (India)
LEAP India,3.6,(122 Reviews),Private,"Coimbatore,Tamil Nadu + 16 more",9 years old,51-200 Employees (India)
Perficient,4.3,(122 Reviews),Private,"St Louis,Missouri + 3 more",25 years old,501-1k Employees (India)
Anion Healthcare...,4.5,(122 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",23 years old,51-200 Employees (India)
FreshMenu,3.7,(122 Reviews),Private,"Bangalore,Karnataka + 6 more",8 years old,201-500 Employees (India)
Career Point,3.8,(122 Reviews),Public,"Kota,Rajasthan + 27 more",29 years old,501-1k Employees (India)
Duroshox,3.4,(122 Reviews),Private,Pune,35 years old,51-200 Employees (India)
HEG,4.2,(122 Reviews),Public,"Noida,Uttar Pradesh + 3 more",50 years old,501-1k Employees (India)
Acute Informatic...,3.5,(122 Reviews),Private,Ahmedabad + 30 more,17 years old,201-500 Employees (India)
Amrapali Group,4.4,(122 Reviews),Private,"Noida,Uttar Pradesh + 11 more",19 years old,501-1k Employees (India)
Ghatge Patil Ind...,3.9,(122 Reviews),Private,"Kolhapur,Maharashtra + 7 more",62 years old,501-1k Employees (India)
Lawrence & Mayo,4.1,(122 Reviews),Mumbai + 20 more,145 years old,201-500 Employees (India),
Cloud4C,3.6,(122 Reviews),Private,Singapore + 2 more,8 years old,501-1k Employees (India)
National Aerospa...,4.6,(122 Reviews),Private,"Bangalore/Bengaluru,Karnataka",63 years old,1k-5k Employees (India)
Eastern Software...,3.2,(122 Reviews),Private,"Noida,Uttar Pradesh + 5 more",32 years old,201-500 Employees (India)
Knowledge Splice...,3.5,(122 Reviews),Private,"Houston,Texas + 6 more",11 years old,201-500 Employees (India)
Indo Rama Synthe...,3.9,(122 Reviews),Public,"Gurgaon/Gurugram,Haryana + 9 more",36 years old,51-200 Employees (India)
Amco Batteries,4.3,(122 Reviews),Public,"Chennai,Tamil Nadu + 24 more",67 years old,201-500 Employees (India)
Indo Nissin Food...,4.5,(122 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 24 more",64 years old,201-500 Employees (India)
Mashreq Bank,3.6,(122 Reviews),Public,"Dubai,Dubai + 6 more",55 years old,11-50 Employees (India)
Lawrence & Mayo,4.1,(122 Reviews),Mumbai + 20 more,145 years old,201-500 Employees (India),
Electropneumatic...,4.0,(122 Reviews),Private,"Pune,Maharashtra + 1 more",50 years old,501-1k Employees (India)
ONPASSIVE,3.8,(122 Reviews),Orlando + 3 more,4 years old,201-500 Employees (India),
Cloud4C,3.6,(122 Reviews),Private,Singapore + 2 more,8 years old,501-1k Employees (India)
India Yamaha Mot...,3.7,(122 Reviews),Chennai + 12 more,1k-5k Employees (India),,
Swiss Re,4.2,(121 Reviews),Public,Zurich + 1 more,159 years old,1k-5k Employees (India)
Aeries Technolog...,4.3,(121 Reviews),Private,"Mumbai,Maharashtra + 4 more",10 years old,201-500 Employees (India)
Hashedin By Delo...,4.4,(121 Reviews),Private,"Santa Clara,California + 4 more",12 years old,1k-5k Employees (India)
African Industri...,3.4,(121 Reviews),Private,Lagos + 7 more,51 years old,51-200 Employees (India)
King George's Me...,4.3,(121 Reviews),Private,Lucknow + 6 more,117 years old,501-1k Employees (India)
Lalitpur Power G...,4.2,(121 Reviews),Private,"Lalitpur,Uttar Pradesh + 4 more",13 years old,1k-5k Employees (India)
NSL Textiles,4.3,(121 Reviews),Private,"Guntur,Andhra Pradesh + 10 more",20 years old,1k-5k Employees (India)
ClearTax,3.7,(121 Reviews),Private,"New York City,New York + 7 more",11 years old,501-1k Employees (India)
SirionLabs,3.9,(121 Reviews),Private,"Bellevue,Washington",10 years old,501-1k Employees (India)
NextGen Healthca...,3.9,(121 Reviews),Private,"Atlanta,Georgia + 5 more",11 years old,501-1k Employees (India)
Om Innovation Ca...,3.1,(121 Reviews),Private,"Delhi/NCR,Delhi + 7 more",17 years old,51-200 Employees (India)
GAIN Credit,4.7,(121 Reviews),Private,"San Diego,California + 6 more",19 years old,201-500 Employees (India)
Neyveli Lignite ...,4.5,(121 Reviews),Private,"Neyveli,Tamil Nadu + 4 more",66 years old,10k-50k Employees (India)
PIX Transmission...,4.2,(121 Reviews),Public,"Nagpur,Maharashtra + 4 more",41 years old,51-200 Employees (India)
Jaguar Land Rove...,3.8,(121 Reviews),Private,Coventry + 26 more,14 years old,1k-5k Employees (India)
CETPA InfoTech,4.2,(121 Reviews),Private,"Noida,Uttar Pradesh + 6 more",20 years old,501-1k Employees (India)
Maahi Milk Produ...,4.2,(121 Reviews),Private,"Rajkot,Gujarat + 19 more",10 years old,501-1k Employees (India)
Ang India,3.6,(121 Reviews),Public,"Noida,Uttar Pradesh + 22 more",44 years old,201-500 Employees (India)
StoreKing,3.4,(121 Reviews),Private,"Bangalore,Karnataka + 17 more",10 years old,501-1k Employees (India)
GAIN Credit,4.7,(121 Reviews),Private,"San Diego,California + 6 more",19 years old,201-500 Employees (India)
Hashedin By Delo...,4.4,(121 Reviews),Private,"Santa Clara,California + 4 more",12 years old,1k-5k Employees (India)
Jubilant Industr...,4.0,(121 Reviews),Public,"Noida,Uttar Pradesh + 29 more",15 years old,501-1k Employees (India)
Hi-Tech,3.7,(121 Reviews),Public,"Ghaziabad,Uttar Pradesh + 29 more",18 years old,11-50 Employees (India)
African Industri...,3.4,(121 Reviews),Private,Lagos + 7 more,51 years old,51-200 Employees (India)
Bacardi,4.3,(121 Reviews),Private,"Hamilton,Bermuda + 33 more",160 years old,201-500 Employees (India)
Balaji Action Bu...,4.0,(121 Reviews),Private,"Delhi/NCR,New Delhi + 12 more",32 years old,51-200 Employees (India)
King George's Me...,4.3,(121 Reviews),Private,Lucknow + 6 more,117 years old,501-1k Employees (India)
Lalitpur Power G...,4.2,(121 Reviews),Private,"Lalitpur,Uttar Pradesh + 4 more",13 years old,1k-5k Employees (India)
HDFC Credila Fin...,4.4,(121 Reviews),Private,"Mumbai,Maharashtra + 21 more",16 years old,501-1k Employees (India)
Course5,3.7,(121 Reviews),"Bellevue,Washington + 5 more",22 years old,501-1k Employees (India),
Minda Kosei Alum...,4.4,(121 Reviews),Private,Bawal + 8 more,7 years old,501-1k Employees (India)
Kyndal India,3.9,(121 Reviews),Private,Gurgaon + 11 more,20 years old,51-200 Employees (India)
Maahi Milk Produ...,4.2,(121 Reviews),Private,"Rajkot,Gujarat + 19 more",10 years old,501-1k Employees (India)
Ang India,3.6,(121 Reviews),Public,"Noida,Uttar Pradesh + 22 more",44 years old,201-500 Employees (India)
Megafine Pharma,3.6,(121 Reviews),Private,"Mumbai,Maharashtra + 6 more",27 years old,201-500 Employees (India)
MITA,3.4,(121 Reviews),Private,Cambridge + 7 more,23 years old,51-200 Employees (India)
Oriental Aromati...,3.1,(121 Reviews),Public,"Mumbai,Maharashtra + 5 more",67 years old,501-1k Employees (India)
HCG Cancer Centr...,3.9,(121 Reviews),Public,"Ahmedabad,Gujarat + 16 more",16 years old,5k-10k Employees (India)
Creative Synergi...,3.1,(120 Reviews),Private,Michigan + 1 more,11 years old,201-500 Employees (India)
NXP Semiconducto...,3.9,(120 Reviews),Public,Eindhoven + 5 more,53 years old,1k-5k Employees (India)
Volkswagen It Se...,3.7,(120 Reviews),Private,"Pune,Maharashtra + 3 more",6 years old,501-1k Employees (India)
Webtel Electroso...,3.9,(120 Reviews),Private,"Delhi/NCR,Delhi + 10 more",22 years old,201-500 Employees (India)
TITAGARH WAGONS,3.3,(120 Reviews),Public,"Kolkata,West Bengal + 6 more",24 years old,501-1k Employees (India)
Bombay Hospital,4.0,(120 Reviews),Private,"Mumbai,Maharashtra + 4 more",70 years old,501-1k Employees (India)
SA Infrastructur...,4.0,(120 Reviews),Private,"Noida,Uttar Pradesh + 26 more",17 years old,201-500 Employees (India)
Claritus Managem...,4.9,(120 Reviews),Private,"Noida,Uttar Pradesh + 3 more",14 years old,51-200 Employees (India)
Rapido,4.0,(120 Reviews),Private,"Bangalore,Karnataka + 33 more",7 years old,201-500 Employees (India)
Rohan Motors,3.8,(120 Reviews),"Noida,Uttar Pradesh + 14 more",34 years old,201-500 Employees (India),
Nobel Hygiene,3.8,(120 Reviews),Private,"Mumbai,Maharashtra + 25 more",22 years old,51-200 Employees (India)
Rainbow Hospital,4.3,(120 Reviews),Private,Hyderabad + 9 more,23 years old,1k-5k Employees (India)
Plastic Omnium,3.7,(120 Reviews),Private,Levallois-Perret + 7 more,76 years old,201-500 Employees (India)
Smart Chip,3.9,(120 Reviews),Private,Noida + 32 more,26 years old,501-1k Employees (India)
Sagarsoft,4.6,(120 Reviews),Public,"Hyderabad/Secunderabad,Telangana",26 years old,201-500 Employees (India)
Burns & McDonnel...,4.6,(120 Reviews),Private,"Kansas City,Missouri + 1 more",124 years old,201-500 Employees (India)
TransUnion,4.4,(120 Reviews),Private,"Chicago,Illinois + 3 more",54 years old,1k-5k Employees (India)
Bank Muscat,3.6,(120 Reviews),Private,Muscat + 51 more,40 years old,51-200 Employees (India)
Cholayil,4.2,(120 Reviews),Private,"Chennai,Tamil Nadu + 15 more",53 years old,1k-5k Employees (India)
ABIS Exports,4.0,(120 Reviews),Private,Rajnandgaon + 28 more,37 years old,501-1k Employees (India)
University of En...,4.0,(120 Reviews),Kolkata + 15 more,8 years old,201-500 Employees (India),
Dr.SNS Rajalaksh...,4.9,(120 Reviews),Private,Coimbatore,201-500 Employees (India),
Self Practice,4.5,(120 Reviews),Kolkata + 56 more,,,
HOLITECH INDIA,3.8,(120 Reviews),Greater Noida + 13 more,51-200 Employees (India),,
Kolkata Bazaar,4.0,(120 Reviews),Private,"Kolkata,West Bengal + 21 more",20 years old,1k-5k Employees (India)
S.S. Kothari Meh...,3.6,(120 Reviews),Private,"Delhi/NCR,Delhi + 5 more",69 years old,201-500 Employees (India)
Chaitanya India ...,4.1,(120 Reviews),Private,"Bangalore,Karnataka + 54 more",13 years old,1k-5k Employees (India)
C.G. Marketing,4.0,(120 Reviews),Private,Kowloon + 16 more,8 years old,501-1k Employees (Global)
Unicorn Infosolu...,3.6,(120 Reviews),Private,"Mumbai,Maharashtra + 14 more",20 years old,201-500 Employees (India)
Suhail Bahwan Au...,4.1,(120 Reviews),LLC,Muscat + 6 more,18 years old,10k-50k Employees (India)
Mohani Tea Leave...,3.8,(120 Reviews),Private,"Kanpur,Uttar Pradesh + 16 more",30 years old,201-500 Employees (India)
Aster MIMS,4.3,(120 Reviews),Private,Kozhikode + 13 more,22 years old,1k-5k Employees (India)
Stelis Biopharma,3.6,(120 Reviews),Private,"Bangalore,Karnataka",9 years old,51-200 Employees (India)
Qualitest,3.8,(120 Reviews),Private,"Bridgewater,New Jersey + 6 more",25 years old,501-1k Employees (India)
Robosoft Technol...,3.8,(123 Reviews),Private,"New Udupi,Karnataka + 4 more",26 years old,501-1k Employees (India)
Rittal,4.1,(119 Reviews),Private,Herborn + 11 more,27 years old,501-1k Employees (India)
Acer India,3.9,(119 Reviews),Public,Xizhi + 31 more,46 years old,51-200 Employees (India)
International Ce...,3.5,(119 Reviews),Private,"Mumbai,Maharashtra + 23 more",23 years old,201-500 Employees (India)
Masu Brakes,3.7,(119 Reviews),Private,"Delhi/NCR,Delhi + 4 more",40 years old,51-200 Employees (India)
Kazo Fashion,3.4,(119 Reviews),Private,"Delhi,NCT + 23 more",15 years old,51-200 Employees (India)
C3I Solutions,4.0,(119 Reviews),Private,Horsham,42 years old,201-500 Employees (India)
BPO+,3.9,(119 Reviews),Private,Doha + 36 more,17 years old,501-1k Employees (Global)
Normet,4.2,(119 Reviews),Private,"Espoo,Southern Finland + 11 more",60 years old,1k-5k Employees (India)
Rittal,4.1,(119 Reviews),Private,Herborn + 11 more,27 years old,501-1k Employees (India)
Fleet Management,4.1,(119 Reviews),Private,Wong Chuk Hang + 12 more,28 years old,201-500 Employees (India)
ITM Group of Ins...,3.5,(119 Reviews),Private,"Mumbai,Maharashtra + 21 more",31 years old,1k-5k Employees (India)
Masu Brakes,3.7,(119 Reviews),Private,"Delhi/NCR,Delhi + 4 more",40 years old,51-200 Employees (India)
CSC UK,3.9,(119 Reviews),Private,London + 17 more,63 years old,
Aarti Steels,4.0,(119 Reviews),Public,"Ludhiana,Punjab + 5 more",43 years old,1k-5k Employees (India)
Kazo Fashion,3.4,(119 Reviews),Private,"Delhi,NCT + 23 more",15 years old,51-200 Employees (India)
Shivani Locks,3.5,(119 Reviews),Private,"Faridabad,Haryana + 5 more",34 years old,1k-5k Employees (India)
Daebu Automotive...,3.7,(119 Reviews),Private,"Chennai,Tamil Nadu + 3 more",16 years old,201-500 Employees (Global)
Paytm Mall,3.6,(119 Reviews),"Delhi,NCT + 20 more",12 years old,501-1k Employees (India),
Jabong,4.3,(118 Reviews),Private,"Gurgaon,Haryana + 6 more",11 years old,1k-5k Employees (India)
RattanIndia Powe...,3.0,(118 Reviews),Public,"Delhi/NCR,Delhi + 7 more",15 years old,1k-5k Employees (India)
British Airways,3.8,(118 Reviews),Private,"Harmondsworth,Greater London + 7 more",103 years old,201-500 Employees (India)
OPERATIONAL ENER...,3.9,(118 Reviews),Private,"Chennai,Tamil Nadu + 30 more",15 years old,201-500 Employees (India)
Shimizu,4.0,(118 Reviews),Private,"Chuo-ku,Tokyo + 13 more",218 years old,51-200 Employees (India)
Anlage Infotech,4.3,(118 Reviews),Private,"Mumbai,Maharashtra + 12 more",26 years old,11-50 Employees (India)
SOS Children's V...,3.8,(118 Reviews),Private,Imst + 27 more,73 years old,1k-5k Employees (India)
Kd Logistics,4.0,(118 Reviews),"Mumbai,Maharashtra + 22 more",17 years old,1k-5k Employees (India),
Ck Birla Hospita...,4.0,(118 Reviews),Private,Kolkata + 2 more,53 years old,201-500 Employees (Global)
BDR Pharmaceutic...,4.0,(118 Reviews),Private,"Mumbai,Maharashtra + 9 more",20 years old,1k-5k Employees (India)
Muthoot Housing ...,4.1,(118 Reviews),Private,"Mumbai,Maharashtra + 49 more",12 years old,201-500 Employees (India)
ICPA Health Prod...,4.0,(118 Reviews),Public,"Mumbai,Maharashtra + 21 more",39 years old,51-200 Employees (India)
Apcer Life Scien...,3.8,(118 Reviews),"Princeton,New Jersey + 1 more",15 years old,51-200 Employees (India),
S G Encon,4.0,(118 Reviews),Private,Panchkula + 22 more,14 years old,10k-50k Employees (India)
Sud Life Insuran...,3.7,(118 Reviews),Navi Mumbai + 53 more,13 years old,1k-5k Employees (Global),
Jodas Expoim,3.9,(118 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",16 years old,201-500 Employees (India)
Modern Automotiv...,4.0,(118 Reviews),Private,"Chandigarh,Chandigarh + 12 more",18 years old,51-200 Employees (India)
Knack Global,3.6,(118 Reviews),Woodbridge + 5 more,15 years old,501-1k Employees (India),
GM Modular,3.9,(118 Reviews),Private,"Mumbai,Maharashtra + 23 more",22 years old,501-1k Employees (India)
Oriental Carbon ...,3.9,(118 Reviews),Public,Noida + 11 more,44 years old,201-500 Employees (India)
RenewBuy,3.3,(118 Reviews),Private,"Gurgaon,Haryana + 32 more",8 years old,1k-5k Employees (India)
Nesma Trading,4.4,(118 Reviews),Private,Al Khobar + 8 more,18 years old,5k-10k Employees (Global)
Magnasoft Consul...,3.6,(118 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",22 years old,501-1k Employees (India)
Red FM 93.5,4.2,(118 Reviews),Public,"Delhi/NCR,Delhi + 42 more",20 years old,501-1k Employees (Global)
Consul Neowatt P...,4.2,(118 Reviews),Private,"Chennai,Tamil Nadu + 22 more",41 years old,1k-5k Employees (India)
Amphenol Fci,4.0,(118 Reviews),Kochi + 5 more,41 years old,501-1k Employees (India),
ABIL Group,3.7,(118 Reviews),Private,"Pune,Maharashtra + 1 more",43 years old,1k-5k Employees (India)
Sv Creditline,4.3,(118 Reviews),Public,Gurgaon + 34 more,12 years old,201-500 Employees (India)
Evolent Health I...,4.5,(118 Reviews),Public,"Arlington,Virginia + 1 more",11 years old,501-1k Employees (India)
SAVIC Technologi...,4.0,(118 Reviews),Private,"Navi Mumbai,Maharashtra + 8 more",6 years old,201-500 Employees (India)
Sterling Oil Exp...,3.8,(118 Reviews),Private,Lagos + 4 more,17 years old,10k-50k Employees (Global)
AIG Hospital,4.3,(118 Reviews),Hyderabad,36 years old,201-500 Employees (India),
AQM Technologies,3.4,(118 Reviews),Private,"Mumbai,Maharashtra + 6 more",22 years old,51-200 Employees (India)
MJ Biopharm,3.8,(118 Reviews),Private,"Mumbai,Maharashtra + 7 more",35 years old,201-500 Employees (India)
GfK MODE,3.3,(117 Reviews),Private,"Nuremberg,Bavaria + 13 more",88 years old,51-200 Employees (India)
Bioseed,4.2,(117 Reviews),Private,Hyderabad + 26 more,30 years old,501-1k Employees (India)
Continental Hosp...,4.1,(117 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",15 years old,501-1k Employees (India)
Can Fin Homes,3.8,(117 Reviews),Public,Bangalore + 41 more,35 years old,1k-5k Employees (India)
Videojet Technol...,4.0,(117 Reviews),Private,"Wood Dale,Illinois + 19 more",27 years old,201-500 Employees (India)
Chai Point,3.9,(117 Reviews),Private,"Bangalore,Karnataka + 13 more",12 years old,501-1k Employees (India)
Prakash Industri...,3.9,(117 Reviews),Public,New Delhi + 29 more,42 years old,501-1k Employees (India)
Capricorn Logist...,3.6,(117 Reviews),Private,"Mumbai,Maharashtra + 19 more",21 years old,1k-5k Employees (India)
PACL India,4.5,(117 Reviews),Private,"New Delhi,Delhi + 42 more",26 years old,1k-5k Employees (Global)
Bharat Benz,4.5,(117 Reviews),Private,"Chennai,Tamil Nadu + 50 more",11 years old,1k-5k Employees (India)
Jubilant Chemsys,3.8,(117 Reviews),Private,Noida + 7 more,18 years old,201-500 Employees (India)
Shirdi Sai Elect...,4.0,(117 Reviews),Hyderabad + 15 more,28 years old,201-500 Employees (India),
Grauer & Weil (i...,3.9,(117 Reviews),Public,"Mumbai,Maharashtra + 15 more",65 years old,501-1k Employees (India)
Hitachi Automoti...,4.0,(117 Reviews),Tokyo + 5 more,13 years old,5k-10k Employees (India),
Cimpress,4.6,(117 Reviews),Private,"Dundalk,County Louth + 6 more",27 years old,501-1k Employees (India)
Monster Com Indi...,3.8,(117 Reviews),Private,New York + 11 more,23 years old,501-1k Employees (India)
C DOT,4.1,(117 Reviews),"Delhi/NCR,New Delhi + 7 more",38 years old,51-200 Employees (India),
St. Mary's Schoo...,4.2,(117 Reviews),Private,Medford + 45 more,56 years old,501-1k Employees (Global)
Mutual Industrie...,3.2,(117 Reviews),Public,"Mumbai,Maharashtra + 7 more",43 years old,201-500 Employees (India)
G.M.Pens Interna...,4.2,(117 Reviews),Private,"Chennai,Tamil Nadu + 27 more",27 years old,501-1k Employees (India)
Synergies Castin...,3.5,(117 Reviews),Public,"Visakhapatnam/Vizag,Andhra Pradesh + 2 more",23 years old,51-200 Employees (India)
Digient Technolo...,4.8,(117 Reviews),Private,"Chennai,Tamil Nadu",15 years old,51-200 Employees (India)
Novozymes South ...,4.3,(117 Reviews),Private,Bagsværd + 7 more,22 years old,201-500 Employees (India)
Rahee Infratech,4.0,(117 Reviews),Private,"Howrah,West Bengal + 13 more",74 years old,201-500 Employees (India)
OneClick IT Cons...,4.7,(117 Reviews),Private,"Ahmedabad,Gujarat",10 years old,51-200 Employees (India)
Makino Auto Indu...,3.8,(117 Reviews),Private,Mason + 6 more,32 years old,201-500 Employees (India)
PSA AVTEC Powert...,3.7,(117 Reviews),Hosur + 4 more,5 years old,51-200 Employees (India),
Dunzo,4.1,(117 Reviews),Private,"Bangalore,Karnataka + 10 more",8 years old,201-500 Employees (India)
University of De...,4.1,(196 Reviews),Public,"Delhi/NCR,New Delhi + 4 more",100 years old,10k-50k Employees (India)
Expedia,4.4,(120 Reviews),Private,"Bellevue,Washington + 6 more",15 years old,10k-50k Employees (India)
Mobile Programmi...,3.6,(116 Reviews),LLC,Los Angeles + 8 more,21 years old,501-1k Employees (India)
Suven Life Scien...,3.9,(116 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",33 years old,51-200 Employees (India)
Hawkins Cookers,4.0,(116 Reviews),Public,"Mumbai,Maharashtra + 16 more",63 years old,501-1k Employees (India)
ARSS Infrastruct...,4.0,(116 Reviews),Public,"Bhubaneswar,Odisha + 12 more",22 years old,501-1k Employees (India)
Ring Plus Aqua,3.8,(116 Reviews),Public,Thane + 6 more,25 years old,201-500 Employees (India)
Tata Institute o...,3.9,(116 Reviews),Private,"Mumbai,Maharashtra + 27 more",86 years old,201-500 Employees (India)
TATA MEDICAL CEN...,4.1,(116 Reviews),Private,"Kolkata,West Bengal",18 years old,51-200 Employees (India)
Geno Pharmaceuti...,3.3,(116 Reviews),Private,"Mapusa,Goa + 28 more",47 years old,1k-5k Employees (India)
Kiran Foreign Tr...,3.5,(116 Reviews),Private,Mohali,15 years old,501-1k Employees (India)
Gpt Infraproject...,3.8,(116 Reviews),Public,"Kolkata,West Bengal + 14 more",42 years old,1k-5k Employees (India)
Eaton Fluid Powe...,4.2,(116 Reviews),Private,"Dublin,Dublin + 5 more",111 years old,1k-5k Employees (India)
Food Corporation...,3.9,(116 Reviews),Private,"Delhi/NCR,Delhi + 47 more",57 years old,10k-50k Employees (Global)
cFIRST,4.0,(116 Reviews),Private,Cincinnati + 5 more,16 years old,201-500 Employees (India)
VISION,3.9,(116 Reviews),Private,Warren + 54 more,29 years old,11-50 Employees (India)
Olive Bar & Kitc...,4.3,(116 Reviews),Private,Mumbai + 13 more,22 years old,201-500 Employees (India)
The Mission Hosp...,4.0,(116 Reviews),Private,"Durgapur,West Bengal + 13 more",14 years old,51-200 Employees (India)
Echs Polyclinic,4.1,(116 Reviews),Public,New Delhi + 51 more,19 years old,11-50 Employees (India)
Marble Box,3.9,(116 Reviews),Private,Chicago,20 years old,501-1k Employees (India)
CANTABIL RETAIL ...,3.8,(116 Reviews),Public,"Delhi/NCR,New Delhi + 33 more",22 years old,1k-5k Employees (India)
Khanna Paper Mil...,4.4,(116 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",37 years old,1k-5k Employees (India)
Oakridge Interna...,4.3,(116 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",11 years old,51-200 Employees (India)
Azim Premji Foun...,4.5,(116 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 25 more",21 years old,1k-5k Employees (India)
