name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Harrisons Malaya...,4.4,(57 Reviews),Public,"Kochi/Cochin,Kerala + 8 more",178 years old,501-1k Employees (India)
GSECL,4.0,(57 Reviews),Private,Vadodara + 10 more,29 years old,5k-10k Employees (India)
Chiripal Group,3.5,(57 Reviews),Private,Ahmedabad + 4 more,50 years old,10k-50k Employees (India)
Ford Technology ...,4.1,(57 Reviews),Private,"Dearborn,Michigan + 2 more",27 years old,201-500 Employees (India)
Simplex Castings,3.6,(57 Reviews),Public,Mumbai + 4 more,52 years old,1k-5k Employees (India)
Junglee Games,4.1,(57 Reviews),Private,"Delhi,NCT + 3 more",10 years old,201-500 Employees (India)
Action Tesa,3.8,(57 Reviews),New Delhi + 7 more,52 years old,501-1k Employees (India),
Doosan Babcock,4.7,(57 Reviews),Private,Crawley + 7 more,141 years old,1k-5k Employees (Global)
Anupam Industrie...,3.9,(57 Reviews),Private,Anand + 7 more,49 years old,201-500 Employees (India)
Openview Technol...,3.3,(57 Reviews),Private,"Pune,Maharashtra + 6 more",26 years old,51-200 Employees (India)
Ican BPO,3.7,(57 Reviews),Private,Thane + 2 more,13 years old,201-500 Employees (India)
Kerakoll,4.7,(57 Reviews),Private,Sassuolo + 19 more,54 years old,51-200 Employees (India)
Rana Sugars,4.2,(57 Reviews),Public,Chandigarh + 11 more,30 years old,1k-5k Employees (India)
Epic Research,3.7,(57 Reviews),Private,"Indore,Madhya Pradesh",11 years old,51-200 Employees (India)
Indira Gandhi Na...,4.0,(57 Reviews),Public,"Delhi/NCR,Delhi + 14 more",37 years old,501-1k Employees (India)
Getix Health,3.4,(57 Reviews),Sugar Land + 1 more,10 years old,10k-50k Employees (India),
Bernhard Schulte...,4.1,(57 Reviews),Private,"Hamburg,Hamburg + 7 more",139 years old,51-200 Employees (India)
Regenersis,4.0,(57 Reviews),Private,Tonbridge + 9 more,43 years old,501-1k Employees (India)
Goqii,3.7,(57 Reviews),Private,"Mumbai,Maharashtra + 8 more",8 years old,51-200 Employees (India)
NSSL,3.0,(57 Reviews),Nagpur,34 years old,1k-5k Employees (India),
Public Health Fo...,4.0,(57 Reviews),NGO/NPO,"Delhi/NCR,Delhi + 11 more",16 years old,501-1k Employees (India)
Neudesic Technol...,4.1,(57 Reviews),Private,"Irvine,California + 4 more",20 years old,201-500 Employees (India)
Ajax Engineering,4.0,(57 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",30 years old,501-1k Employees (India)
JBJ TECHNOLOGIES,4.1,(57 Reviews),Greater Noida + 1 more,28 years old,201-500 Employees (India),
Shree Bharat Int...,4.3,(57 Reviews),Private,Noida + 3 more,36 years old,1k-5k Employees (India)
Vasant Masala,4.5,(57 Reviews),Private,"Ahmedabad,Gujarat + 15 more",52 years old,51-200 Employees (India)
EduPristine,4.3,(57 Reviews),Private,"Delhi,NCT + 6 more",15 years old,51-200 Employees (India)
Don Bosco,4.4,(57 Reviews),Private,New Delhi + 21 more,42 years old,201-500 Employees (India)
Hand In Hand,4.1,(57 Reviews),NGO/NPO,Chennai + 12 more,20 years old,51-200 Employees (India)
St. Paul's Schoo...,4.2,(57 Reviews),Private,"Hazārībāg,jharkhand + 23 more",11-50 Employees (India),
T2S Software Sol...,3.3,(57 Reviews),Private,"Stoke-on-Trent,England",6 years old,201-500 Employees (India)
FEV,3.4,(57 Reviews),Private,Aachen + 2 more,44 years old,201-500 Employees (India)
Maven Infotech,2.5,(57 Reviews),Private,"Kolkata,West Bengal",14 years old,11-50 Employees (India)
Schiller Healthc...,3.3,(57 Reviews),Private,"Mumbai,Maharashtra + 16 more",25 years old,201-500 Employees (India)
Lancers Internat...,3.3,(57 Reviews),Private,"Gurgaon/Gurugram,Haryana",13 years old,11-50 Employees (India)
Skilrock Technol...,4.1,(57 Reviews),Private,"Gurgaon/Gurugram,Haryana",15 years old,51-200 Employees (India)
Coloplast,3.7,(57 Reviews),Private,"Humlebaek,Capital Region + 14 more",68 years old,51-200 Employees (India)
Ori-Plast,3.6,(57 Reviews),Kolkata + 12 more,57 years old,201-500 Employees (India),
Sarvotham Care,4.3,(57 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 2 more",26 years old,51-200 Employees (India)
AltezzaSys,4.4,(57 Reviews),Private,Noida + 7 more,8 years old,51-200 Employees (India)
Mediaocean,4.3,(57 Reviews),Private,New York,55 years old,201-500 Employees (India)
ASSA ABLOY,4.2,(57 Reviews),Public,"Stockholm,Stockholm County + 14 more",17 years old,51-200 Employees (India)
JSS Medical Rese...,3.6,(57 Reviews),Saint-Laurent + 11 more,37 years old,201-500 Employees (India),
Kelvion,3.5,(57 Reviews),Bochum + 7 more,102 years old,51-200 Employees (India),
Primetals Techno...,4.5,(57 Reviews),Private,London + 3 more,7 years old,201-500 Employees (India)
Volante Technolo...,3.3,(57 Reviews),Private,New York + 1 more,201-500 Employees (India),
Metahelix Life S...,4.2,(57 Reviews),Bengaluru + 23 more,22 years old,1-10 Employees (India),
Sahara Hospital,4.3,(57 Reviews),Private,"Lucknow,Uttar Pradesh + 6 more",13 years old,501-1k Employees (India)
Kmg Infotech,3.6,(57 Reviews),Private,"Melville,New York + 1 more",32 years old,51-200 Employees (India)
Junglee Games,4.1,(57 Reviews),Private,"Delhi,NCT + 3 more",10 years old,201-500 Employees (India)
Action Tesa,3.8,(57 Reviews),New Delhi + 7 more,52 years old,501-1k Employees (India),
Simplex Castings,3.6,(57 Reviews),Public,Mumbai + 4 more,52 years old,1k-5k Employees (India)
ASSA ABLOY,4.2,(57 Reviews),Public,"Stockholm,Stockholm County + 14 more",17 years old,51-200 Employees (India)
Hand In Hand,4.1,(57 Reviews),NGO/NPO,Chennai + 12 more,20 years old,51-200 Employees (India)
St. Paul's Schoo...,4.2,(57 Reviews),Private,"Hazārībāg,jharkhand + 23 more",11-50 Employees (India),
Xerago E-Biz Ser...,3.8,(57 Reviews),Private,Foster City + 1 more,20 years old,201-500 Employees (India)
IonIdea Interact...,4.0,(57 Reviews),Private,Fairfax + 4 more,31 years old,501-1k Employees (India)
Shree Bharat Int...,4.3,(57 Reviews),Private,Noida + 3 more,36 years old,1k-5k Employees (India)
Neudesic Technol...,4.1,(57 Reviews),Private,"Irvine,California + 4 more",20 years old,201-500 Employees (India)
Raj Industries,3.4,(57 Reviews),Private,Bhiwadi + 14 more,14 years old,51-200 Employees (India)
Ecogreen Energy,3.5,(57 Reviews),Private,Gurugram + 5 more,11 years old,51-200 Employees (India)
VGM Consultants,4.0,(57 Reviews),Private,"Kolkata,West Bengal + 16 more",8 years old,501-1k Employees (India)
Aarav Software S...,3.2,(57 Reviews),Private,Malad + 3 more,51-200 Employees (India),
Sekhani Industri...,3.2,(57 Reviews),Ahmedabad + 13 more,52 years old,51-200 Employees (India),
Bhaktivedanta Ho...,4.3,(57 Reviews),Private,"Thane,Maharashtra + 4 more",24 years old,51-200 Employees (India)
HES Infra,4.5,(57 Reviews),Hyderabad + 6 more,15 years old,201-500 Employees (India),
Tokai Rika Minda,4.2,(57 Reviews),Private,Oguchi + 4 more,74 years old,51-200 Employees (India)
Accu Pack Engine...,3.3,(57 Reviews),Private,Navi Mumbai + 2 more,14 years old,11-50 Employees (India)
Margdarshak Fina...,3.5,(57 Reviews),Private,Lucknow + 20 more,15 years old,51-200 Employees (India)
Vtc Tradewings,4.1,(57 Reviews),Private,Chandigarh + 10 more,53 years old,51-200 Employees (India)
Kumon India Educ...,4.3,(57 Reviews),Private,"New Delhi,Delhi + 14 more",18 years old,51-200 Employees (India)
Rana Sugars,4.2,(57 Reviews),Public,Chandigarh + 11 more,30 years old,1k-5k Employees (India)
Swarna Pragati H...,4.3,(57 Reviews),Nagpur + 17 more,13 years old,51-200 Employees (India),
Kmg Infotech,3.6,(57 Reviews),Private,"Melville,New York + 1 more",32 years old,51-200 Employees (India)
AltezzaSys,4.4,(57 Reviews),Private,Noida + 7 more,8 years old,51-200 Employees (India)
Epic Research,3.7,(57 Reviews),Private,"Indore,Madhya Pradesh",11 years old,51-200 Employees (India)
Derewala Jewelle...,3.8,(57 Reviews),Private,Jaipur,35 years old,201-500 Employees (India)
Vasu Healthcare,4.5,(57 Reviews),Private,"Vadodara/Baroda,Gujarat + 8 more",42 years old,51-200 Employees (India)
Idexcel Technolo...,4.0,(57 Reviews),Private,"Herndon,Virginia + 3 more",24 years old,51-200 Employees (India)
Raj Industries,3.4,(57 Reviews),Private,Bhiwadi + 14 more,14 years old,51-200 Employees (India)
Aarav Software S...,3.2,(57 Reviews),Private,Malad + 3 more,51-200 Employees (India),
Anmol Feeds,3.6,(57 Reviews),Private,Kolkata + 6 more,22 years old,51-200 Employees (India)
Scott Edil Pharm...,3.4,(57 Reviews),Public,Chandigarh + 1 more,26 years old,51-200 Employees (India)
Premier Carworld,2.7,(57 Reviews),Private,Kolkata + 1 more,12 years old,10k-50k Employees (India)
Machino Polymers,3.6,(57 Reviews),Public,Gurgaon + 5 more,27 years old,501-1k Employees (India)
FIL Industries,4.2,(57 Reviews),Private,"Delhi/NCR,Delhi + 3 more",33 years old,51-200 Employees (India)
Ram Kripal Singh...,3.9,(57 Reviews),Ranchi + 7 more,201-500 Employees (India),,
Marwadi Universi...,3.4,(57 Reviews),Private,Rajkot + 2 more,6 years old,201-500 Employees (India)
Xerago E-Biz Ser...,3.8,(57 Reviews),Private,Foster City + 1 more,20 years old,201-500 Employees (India)
IonIdea Interact...,4.0,(57 Reviews),Private,Fairfax + 4 more,31 years old,501-1k Employees (India)
Rachna Sagar,3.0,(57 Reviews),Private,New Delhi + 10 more,27 years old,51-200 Employees (India)
Marsh India Insu...,3.9,(57 Reviews),Private,"New York City,New York + 9 more",19 years old,501-1k Employees (India)
Tokai Rika Minda,4.2,(57 Reviews),Private,Oguchi + 4 more,74 years old,51-200 Employees (India)
HES Infra,4.5,(57 Reviews),Hyderabad + 6 more,15 years old,201-500 Employees (India),
Egon Zehnder Int...,3.9,(57 Reviews),Private,Zurich + 1 more,58 years old,501-1k Employees (India)
Mitel,3.7,(57 Reviews),Private,"Kanata,Ontario + 2 more",50 years old,501-1k Employees (India)
Cades Studec Tec...,3.8,(57 Reviews),Private,Bengaluru,16 years old,51-200 Employees (India)
GE Money,4.5,(57 Reviews),Public,Norwalk + 14 more,90 years old,1k-5k Employees (India)
Excell Autovista,3.5,(57 Reviews),Private,"Mumbai,Maharashtra + 3 more",18 years old,501-1k Employees (India)
Rapid Global Bus...,3.8,(57 Reviews),Private,Troy + 4 more,25 years old,201-500 Employees (India)
Sapphire Interna...,2.8,(57 Reviews),Private,Noida + 9 more,19 years old,51-200 Employees (Global)
Vasu Healthcare,4.5,(57 Reviews),Private,"Vadodara/Baroda,Gujarat + 8 more",42 years old,51-200 Employees (India)
Edelweiss Agri V...,4.4,(57 Reviews),Mumbai + 23 more,8 years old,201-500 Employees (India),
Visen Industries,3.7,(57 Reviews),Public,"Mumbai,Maharashtra + 4 more",37 years old,1k-5k Employees (India)
Derewala Jewelle...,3.8,(57 Reviews),Private,Jaipur,35 years old,201-500 Employees (India)
Mahindra Aerospa...,4.0,(57 Reviews),Private,"Bangalore,Karnataka + 6 more",12 years old,201-500 Employees (India)
Saudi Airlines C...,4.2,(57 Reviews),Jeddah + 9 more,41 years old,,
Awfis,4.0,(57 Reviews),Private,"Delhi,NCT + 9 more",7 years old,501-1k Employees (India)
Idexcel Technolo...,4.0,(57 Reviews),Private,"Herndon,Virginia + 3 more",24 years old,51-200 Employees (India)
Vestian Global W...,3.0,(57 Reviews),Private,Chicago + 4 more,12 years old,51-200 Employees (India)
Anmol Feeds,3.6,(57 Reviews),Private,Kolkata + 6 more,22 years old,51-200 Employees (India)
Drip Capital,4.7,(57 Reviews),Private,"Palo Alto,California + 2 more",8 years old,201-500 Employees (India)
Finolex Ind,4.4,(57 Reviews),Pune + 17 more,1k-5k Employees (India),,
Hetero Biopharma,3.5,(57 Reviews),Hyderabad,13 years old,201-500 Employees (India),
Euronet Global D...,4.4,(57 Reviews),"Leawood,Kansas + 7 more",28 years old,501-1k Employees (India),
Vertafore,4.2,(57 Reviews),Private,"Denver,Colorado",53 years old,501-1k Employees (India)
Pearl Organisati...,3.7,(57 Reviews),51-200 Employees (India),,,
Propshop,2.9,(57 Reviews),Private,"Noida,Uttar Pradesh + 1 more",8 years old,501-1k Employees (India)
Cadworks India,4.6,(57 Reviews),Private,"New Delhi,Delhi + 7 more",11 years old,
Wipro PARI,3.7,(57 Reviews),Satara + 7 more,50k-1 Lakh Employees (India),,
iNeuron.ai,4.4,(57 Reviews),Bengaluru/Bangalore + 1 more,51-200 Employees (India),,
Spl Infrastructu...,4.4,(57 Reviews),Private,Chennai + 3 more,45 years old,501-1k Employees (India)
Eka Software Sol...,3.4,(57 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 4 more",18 years old,501-1k Employees (India)
Zone By The Park...,3.9,(57 Reviews),New Delhi + 11 more,11 years old,51-200 Employees (India),
De Lage Landen F...,4.4,(57 Reviews),Private,Eindhoven + 18 more,53 years old,201-500 Employees (India)
Spaco Technologi...,3.8,(57 Reviews),Private,Pune + 1 more,51 years old,51-200 Employees (India)
Zudio,4.5,(57 Reviews),Bengaluru/Bangalore + 18 more,1k-5k Employees (India),,
Cambridge Cour...,4.9,(57 Reviews),,,,
H & R Johnson (I...,3.8,(57 Reviews),Public,Mumbai + 29 more,64 years old,5k-10k Employees (Global)
VTP Realty,3.6,(57 Reviews),Pune + 1 more,51-200 Employees (India),,
Aero Club-Woodla...,3.7,(57 Reviews),New Delhi + 20 more,30 years old,10k-50k Employees (India),
Rane Die Cast,4.2,(57 Reviews),Chennai + 5 more,93 years old,501-1k Employees (India),
Uber eats,4.1,(57 Reviews),Private,"San Francisco,California + 20 more",8 years old,1k-5k Employees (Global)
Ondoor Concepts,3.0,(57 Reviews),Private,"Bhopal,Madhya Pradesh",8 years old,51-200 Employees (India)
Xoxoday,4.5,(57 Reviews),Private,"Bangalore,Karnataka + 3 more",10 years old,51-200 Employees (India)
Carnival UK,4.6,(1.3k Reviews),Southampton + 2 more,50 years old,11-50 Employees (India),
Kovair Software,2.8,(56 Reviews),Private,"San Ramon,California",22 years old,51-200 Employees (India)
Lennox India Tec...,4.1,(56 Reviews),Private,"Chennai,Tamil Nadu",127 years old,201-500 Employees (India)
codeMantra,3.7,(56 Reviews),Private,"Burlington,Massachusetts",18 years old,201-500 Employees (India)
IndiaNIC Infotec...,4.4,(56 Reviews),Private,Ahmedabad + 2 more,25 years old,501-1k Employees (India)
Shiksha Infotech,3.2,(56 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 3 more",13 years old,51-200 Employees (India)
ObjectWin Techno...,4.0,(56 Reviews),Private,"Houston,Texas + 3 more",25 years old,201-500 Employees (India)
Orange County Re...,3.6,(56 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",28 years old,501-1k Employees (India)
Gemini Communica...,4.2,(56 Reviews),Public,"New York City,New York + 18 more",27 years old,11-50 Employees (India)
BD,4.4,(56 Reviews),Private,"Franklin Lakes,New Jersey + 10 more",125 years old,501-1k Employees (India)
Kovair Software,2.8,(56 Reviews),Private,"San Ramon,California",22 years old,51-200 Employees (India)
Pravin Masalewal...,4.4,(56 Reviews),Private,Pune + 12 more,60 years old,501-1k Employees (India)
Prabha Industrie...,4.4,(56 Reviews),Chennai + 8 more,52 years old,,
Analogics Group,3.8,(56 Reviews),Private,Hyderabad + 7 more,28 years old,201-500 Employees (India)
Builtwell Soluti...,4.0,(56 Reviews),Private,Bhopal + 4 more,14 years old,11-50 Employees (India)
Oremus Corporate...,3.5,(56 Reviews),Private,Hyderabad,20 years old,51-200 Employees (India)
RPP Infra Projec...,2.7,(56 Reviews),Public,"Chennai,Tamil Nadu + 11 more",34 years old,201-500 Employees (India)
Go Go Internatio...,4.4,(56 Reviews),Bengaluru + 4 more,39 years old,1k-5k Employees (India),
Khosla Profil,3.4,(56 Reviews),Private,"Mumbai,Maharashtra + 2 more",43 years old,501-1k Employees (India)
Tulip Telecom,3.4,(56 Reviews),Public,"Delhi/NCR,New Delhi + 17 more",30 years old,1k-5k Employees (India)
Acuvate Software,3.4,(56 Reviews),Private,Slough + 2 more,16 years old,201-500 Employees (India)
Allena Auto Indu...,3.5,(56 Reviews),Private,Mohali + 3 more,46 years old,201-500 Employees (India)
Universal Constr...,3.5,(56 Reviews),Public,Pune + 9 more,48 years old,
UTL Technologies,4.0,(56 Reviews),Public,Bangalore + 14 more,21 years old,51-200 Employees (India)
Canam Consultant...,4.0,(56 Reviews),Private,Chandigarh + 14 more,26 years old,51-200 Employees (India)
Mawai Infotech,4.0,(56 Reviews),Private,"Noida,Uttar Pradesh + 1 more",24 years old,51-200 Employees (India)
Vector India,4.6,(56 Reviews),Private,"Tucson,Arizona + 2 more",13 years old,1k-5k Employees (India)
Sabyasachi Coutu...,3.4,(56 Reviews),Private,"Kolkata,West Bengal + 1 more",16 years old,11-50 Employees (India)
University of Mu...,3.8,(56 Reviews),Private,Mumbai + 3 more,165 years old,1k-5k Employees (India)
NMC Healthcare,3.8,(56 Reviews),Abu Dhabi + 5 more,48 years old,10k-50k Employees (India),
Oberthur Technol...,4.1,(56 Reviews),Private,Rennes + 4 more,38 years old,1k-5k Employees (India)
Shree Balaji Gro...,2.6,(56 Reviews),Private,Ahmedabad + 8 more,17 years old,501-1k Employees (India)
Sanat Products,3.9,(56 Reviews),Delhi + 10 more,38 years old,201-500 Employees (India),
Sterling Infosys...,4.2,(56 Reviews),Private,New York + 2 more,47 years old,1k-5k Employees (India)
NTT DATA FA Insu...,3.0,(56 Reviews),Private,Singapore + 4 more,41 years old,201-500 Employees (India)
Arshiya Internat...,4.0,(56 Reviews),Public,"Mumbai,Maharashtra + 5 more",41 years old,201-500 Employees (India)
Relevance Lab,3.7,(56 Reviews),Private,Singapore + 1 more,11 years old,201-500 Employees (India)
BLG Logistics,4.0,(56 Reviews),Private,Bremen + 4 more,145 years old,10k-50k Employees (Global)
William Penn,4.0,(56 Reviews),Private,Banglore + 8 more,20 years old,201-500 Employees (India)
Pokarna,3.9,(56 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 1 more",21 years old,1k-5k Employees (India)
Applied Solar Te...,4.2,(56 Reviews),Private,"Noida,Uttar Pradesh + 7 more",14 years old,51-200 Employees (India)
codeMantra,3.7,(56 Reviews),Private,"Burlington,Massachusetts",18 years old,201-500 Employees (India)
NESCO Inc,3.8,(56 Reviews),Public,"Mumbai,Maharashtra + 6 more",83 years old,201-500 Employees (India)
Lennox India Tec...,4.1,(56 Reviews),Private,"Chennai,Tamil Nadu",127 years old,201-500 Employees (India)
Jaipur Golden Ho...,4.7,(56 Reviews),New Delhi + 1 more,29 years old,501-1k Employees (India),
Interactive Aven...,4.3,(56 Reviews),Private,Mumbai + 5 more,16 years old,501-1k Employees (India)
Itron,3.7,(56 Reviews),Private,Liberty Lake + 7 more,45 years old,501-1k Employees (India)
3Pillar Global,4.5,(56 Reviews),LLP,"Noida,Uttar Pradesh + 1 more",16 years old,201-500 Employees (India)
Encardio Rite El...,3.4,(56 Reviews),Private,Lucknow + 4 more,56 years old,201-500 Employees (India)
Indus Hospital,4.0,(56 Reviews),Karachi + 7 more,15 years old,501-1k Employees (India),
Vana Retreats,3.9,(56 Reviews),Private,Dehradun + 1 more,8 years old,51-200 Employees (India)
Medgulf Construc...,4.0,(56 Reviews),Doha + 4 more,47 years old,1k-5k Employees (Global),
Apicore Pharmace...,4.3,(56 Reviews),Private,Vadodara + 3 more,16 years old,51-200 Employees (India)
Staffnurse,3.9,(56 Reviews),Private,Derby + 24 more,10k-50k Employees (India),
